x,y,q
-0.916780258848685,-3.1706156695982313,0.0015364455364455364
0.6700508678565514,1.4032175810963916,0.0006044226044226043
-1.0569472047172213,-1.4868844418211171,0.0015823095823095823
-1.7316089310388425,-2.232186821900171,0.0017395577395577396
1.0858862549007247,9.789888516280572,0.0004422604422604422
-0.5139331581512702,-3.8594556943765994,0.001334971334971335
-0.904539744740557,-11.86897640782237,0.0015331695331695333
-0.6362674661831267,-7.155080221562498,0.0014004914004914005
-0.755745820519892,0.9056473090784728,0.0014660114660114659
0.6193229707262659,-8.531714776997518,0.0006273546273546274
-1.3445844982473956,2.6261748016548085,0.0016592956592956594
1.489967303537542,-5.655369065623336,0.00030794430794430785
-0.06979590645796825,-5.9886687665843406,0.0010630630630630632
-1.1959114184508681,-9.284318734718626,0.001615069615069615
1.6157151234283265,7.07427130967918,0.0002686322686322685
-0.16438535657269165,-3.5039876524132794,0.001117117117117117
1.465423773081032,8.68829128760311,0.0003128583128583129
0.9573135981864221,14.504963961164561,0.0004979524979524979
-1.2380782043256076,10.654271880485581,0.001624897624897625
0.0022109575287830273,4.620799195481271,0.0010122850122850123
-1.312037354836219,1.9053407888162415,0.0016445536445536446
-1.8801294728448832,-3.5231587783410556,0.0017592137592137593
1.2390354121621667,-10.421859425920497,0.0003914823914823915
1.1409469299484847,13.505902970982106,0.00042588042588042577
0.9128642978606737,-14.046715288822906,0.0005159705159705159
-0.0670407124706599,5.947141763543434,0.0010597870597870598
-0.9448250394709955,7.900810550709653,0.0015462735462735463
0.47133158103426637,5.583969627374932,0.0007141687141687141
1.335828909602756,-4.192191543081337,0.0003521703521703522
0.2386469028472825,28.468645316016428,0.0008484848484848485
-0.7994697521490349,-6.803957194563765,0.0014922194922194923
-1.7786205099299595,-14.296988966212949,0.001746109746109746
0.16565010457022636,3.0752113010979847,0.0008943488943488943
0.856020791742128,22.467421840410037,0.0005356265356265356
-1.1703933932214596,-0.7807388239082214,0.0016101556101556103
0.7281033800387693,-8.542371468544284,0.000583128583128583
-1.5835324585082389,1.5453013174254608,0.0017199017199017199
-0.061187634836241206,4.714897501964806,0.0010565110565110567
-0.41636923864338626,-4.935798721169997,0.001271089271089271
1.8611832744129058,0.17079381920986708,0.00023259623259623265
0.814998894137253,-0.9225858503866514,0.0005536445536445537
-0.8160829352443336,6.688202039741599,0.0015004095004095004
0.44240754372161173,-0.8209482692420368,0.0007321867321867322
0.20980598201304,-8.946330166061966,0.0008665028665028665
0.6001641765751301,-12.312392921818562,0.0006437346437346436
0.027572402521455677,11.126043794185328,0.0009893529893529893
-0.8714579021477041,-2.650809219440421,0.0015266175266175266
-0.5735541757451355,3.077457550786889,0.001371007371007371
0.5462329590368264,-2.675456167447097,0.0006666666666666668
-0.42575264229057963,9.27383964271909,0.001276003276003276
-0.43900680214239224,-7.304502308095292,0.0012841932841932842
-0.708805709348699,-25.74380078431392,0.0014332514332514332
-0.14964697927079204,-10.534399860081958,0.0011089271089271089
-0.2504299898852575,6.408975630502219,0.0011777231777231778
0.31245204399744503,-0.9656296185205104,0.0008075348075348075
0.31075620367860596,-2.780192435141953,0.0008091728091728092
1.0509814848836099,5.378211921765173,0.0004602784602784602
1.7423795395710493,5.225376985176547,0.0002506142506142507
0.1308381367070045,4.9712366798455445,0.0008992628992628991
1.3719942813233579,-20.049782609404907,0.0003423423423423423
-0.23586154329759107,-11.608235339244757,0.0011662571662571662
0.005117672610780959,0.6334027160970188,0.0010073710073710074
-0.39054437664000236,8.903755858254193,0.0012612612612612614
0.8900349806362393,-6.702899399510505,0.0005225225225225224
